Mã C1,Mã NVTT,Mã Tuyến,Mã KH,Số đơn hàng,Số đơn gốc,Loại đơn hàng,Đơn hàng tạo từ,Ngày đặt hàng,Ngày giao hàng,Mã kho,Mã SP,Đơn giá,Số lượng (tấn),Số lượng (bao),Thành tiền (VND),Chương trình,Loại KM,Số tiền chiết khấu,SL khuyến mãi (tấn),SL khuyến mãi (bao),Trạng Thái,Ngày thực tế kế toán tạo đơn,Thời gian gửi SMS,Mã CTTL,Điểm
C1HUNGTHANH,MHDE,MHDE_2023,23015C4,E0057332866852,E0057332866852,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,PB00000433,650000,5,100,65000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,MHDE,MHDE_2023,23015C4,E0057332866852,E0057332866852,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,TP00000581,660000,10,200,132000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,MHDE,MHDE_2023,23015C4,E0057332866852,E0057332866852,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,TP00000600,550000,10,200,110000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,NPPHU,NPPHU_2023,23006E9,E1785850067312,E1785850067312,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,TP00000457,1,5,100,83500000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,NPPHU,NPPHU_2023,23006E9,E1785850067312,E1785850067312,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,TP00000522,1,10,200,140000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,NPPHU,NPPHU_2023,23006E9,E1785850067312,E1785850067312,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,TP00000581,1,10,200,130000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,NPPHU,NPPHU_2023,23006E9,E1785850067312,E1785850067312,Đơn bán,Tablet,15/12/2023,,KHO_HUNGTHANH,TP00000600,1,5,100,53000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUNGTHANH,NPPHU,NPPHU_2023,23006E9,E1785873036795,E1785873036795,Đơn bán,Tablet,14/12/2023,,,TP00000001,1,5,100,51000000,,,0,,,Chưa duyệt,14/12/2023,,,
C1HUNGTHANH,TKDAT,TKDAT_2023,23015AA,E0054765027797,E0054765027797,Đơn bán,Tablet,14/12/2023,,,TP00000440,1,1.5,30,18600000,,,0,,,Chưa duyệt,14/12/2023,,,
C1HUNGTHANH,TKDAT,TKDAT_2023,23015AA,E0054765027797,E0054765027797,Đơn bán,Tablet,14/12/2023,,,TP00000457,1,1,20,17400000,,,0,,,Chưa duyệt,14/12/2023,,,
C1HUNGTHANH,TKDAT,TKDAT_2023,23015AA,E0054765027797,E0054765027797,Đơn bán,Tablet,14/12/2023,,,TP00000581,1,4,80,50400000,,,0,,,Chưa duyệt,14/12/2023,,,
C1HUNGTHANH,TKDAT,TKDAT_2023,23015AC,E0054990901674,E0054990901674,Đơn bán,Tablet,13/12/2023,,,TP00000001,1,1,20,10000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1HUNGTHANH,TTTRUNG01,TTTRUNG01_2023_,23004B5,E3620367086812,E3620367086812,Đơn bán,Tablet,19/12/2023,,KHO_HUNGTHANH,TP00000001,520000,2.5,50,26000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1HUNGTHANH,TTTRUNG01,TTTRUNG01_2023_,23004B5,E3620367086812,E3620367086812,Đơn bán,Tablet,19/12/2023,,KHO_HUNGTHANH,TP00000581,667000,2.5,50,33350000,,,0,,,Chưa duyệt,19/12/2023,,,
C1HUNGTHANH,TTTRUNG01,TTTRUNG01_2023_,23004B5,E3620367086812,E3620367086812,Đơn bán,Tablet,19/12/2023,,KHO_HUNGTHANH,TP00000665,535000,1,20,10700000,,,0,,,Chưa duyệt,19/12/2023,,,
C1HUNGTHANH,TTTRUNG01,TTTRUNG01_2023_,230159C,E0053377716352,E0053377716352,Đơn bán,Tablet,20/12/2023,,,TP00000665,535000,2,40,21400000,,,0,,,Chưa duyệt,20/12/2023,,,
C1HUNGTHANH,TTTRUNG01,TTTRUNG01_2023_,230159C,E0053398253161,E0053398253161,Đơn bán,Tablet,20/12/2023,,,TP00000665,535000,2,40,21400000,,,0,,,Chưa duyệt,20/12/2023,,,
C1HUNGTHANH,TTTRUNG01,TTTRUNG01_2023_,2301B49,E5990838754866,E5990838754866,Đơn bán,Tablet,19/12/2023,,KHO_HUNGTHANH,TP00000001,515000,2.5,50,25750000,,,0,,,Chưa duyệt,19/12/2023,,,
C1HUNGTHANH,DHQUAN,DHQUAN_2023,23014A5,E0028620747540,E0028620747540,Đơn bán,Tablet,13/12/2023,,,TP00000457,1,6,120,104400000,,,0,,,Chưa duyệt,13/12/2023,,,
C1DONGHUE,NMTHONG,NMTHONG_2023,23006A5,E4233418537493,E4233418537493,Đơn bán,Tablet,13/12/2023,,,TP00000001,1,2,40,20000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1HUUTHANH,HBCHANH,HBCHANH_2023,230154F,E0045660839901,E0045660839901,Đơn bán,Tablet,15/12/2023,,,TP00000665,1,3,60,32400,,,0,,,Chưa duyệt,15/12/2023,,,
C1HUUTHANHI,NTVINH02,NTVINH02_2023,23004D7,E3623735025020,E3623735025020,Đơn bán,Tablet,14/12/2023,,,TP00000001,1000,26000,520000,520000000,,,0,,,Chưa duyệt,14/12/2023,,,
C1HUUTHANHI,NTVINH02,NTVINH02_2023,23015EE,E0061550731703,E0061550731703,Đơn bán,Tablet,13/12/2023,,,TP00000001,500,26000,520000,260000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1HUUTHANHI,NVLAM,NVLAM_2023,23014EF,E0036021214652,E0036021214652,Đơn bán,Tablet,13/12/2023,,,PB00000506,220000,2.75,55,12100000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMHOANG,DVBO,DVBO_2023,2301573,E0049236413765,E0049236413765,Đơn bán,Tablet,15/12/2023,,,TP00000443,1,2.5,50,31500000,,,0,,,Chưa duyệt,15/12/2023,,,
C1KIMHOANG,DVBO,DVBO_2023,2301573,E0049236413765,E0049236413765,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,2.5,50,26500000,,,0,,,Chưa duyệt,15/12/2023,,,
C1KIMHOANG,NTVINH02,NTVINH02_2023,230048F,E3616553923128,E3616553923128,Đơn bán,Tablet,15/12/2023,,,TP00000001,520000,5,100,52000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1KIMHOANG,NTVINH02,NTVINH02_2023,23014E1,E0034678346641,E0034678346641,Đơn bán,Tablet,13/12/2023,,,TP00000001,300,26000,520000,156000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,23004DE,E3624467091161,E3624467091161,Đơn bán,Tablet,13/12/2023,,,PB00000506,230000,3,60,13800000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,2302A95,E0736941634749,E0736941634749,Đơn bán,Tablet,19/12/2023,,,TP00000452,640000,9,180,115200000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,2302A95,E0736941634749,E0736941634749,Đơn bán,Tablet,19/12/2023,,,TP00000457,880000,6,120,105600000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,2302A95,E0736959113611,E0736959113611,Đơn bán,Tablet,13/12/2023,,,TP00000451,630000,2,40,25200000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,2302A95,E0736959113611,E0736959113611,Đơn bán,Tablet,13/12/2023,,,TP00000457,40,44000,880000,35200000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,2302A95,E0736959113611,E0736959113611,Đơn bán,Tablet,13/12/2023,,,TP00000600,20,26500,530000,10600000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMHOANG,TKTHOI,TKTHOI_2023,2302A95,E0736972325485,E0736972325485,Đơn bán,Tablet,13/12/2023,,,PB00000506,230000,3,60,13800000,,,0,,,Chưa duyệt,13/12/2023,,,
C1TUONGNGUYEN,NVLAM,NVLAM_2023,23014F8,E0036942026707,E0036942026707,Đơn bán,Tablet,13/12/2023,,,TP00000581,640000,15,300,192000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1TUONGNGUYEN,NVLAM,NVLAM_2023,23014F8,E0036942026707,E0036942026707,Đơn bán,Tablet,13/12/2023,,,TP00000600,530000,15,300,159000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1TUONGNGUYEN,NVLAM,NVLAM_2023,23015F1,E0061835517168,E0061835517168,Đơn bán,Tablet,13/12/2023,,,TP00000457,880000,15,300,264000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1TUONGNGUYEN,NVLAM,NVLAM_2023,23015F1,E0061835517168,E0061835517168,Đơn bán,Tablet,13/12/2023,,,TP00000581,640000,15,300,192000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1TUONGNGUYEN,NVLAM,NVLAM_2023,2301B47,E4078018657957,E4078018657957,Đơn bán,Tablet,13/12/2023,,,TP00000001,1,10,200,200,,,0,,,Chưa duyệt,13/12/2023,,,
C1TUONGNGUYEN,TKTHOI,TKTHOI_2023,230053B,E3633754167228,E3633754167228,Đơn bán,Tablet,19/12/2023,,,TP00000457,880000,4,80,70400000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUONGNGUYEN,TKTHOI,TKTHOI_2023,230053B,E3633754167228,E3633754167228,Đơn bán,Tablet,19/12/2023,,,TP00000551,640000,10,200,128000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUONGNGUYEN,TKTHOI,TKTHOI_2023,230053B,E3633754167228,E3633754167228,Đơn bán,Tablet,19/12/2023,,,TP00000581,640000,6,120,76800000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUONGNGUYEN,TKTHOI,TKTHOI_2023,230053B,E3633754167228,E3633754167228,Đơn bán,Tablet,19/12/2023,,,TP00000600,530000,10,200,106000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1DNB,CDTU,BINHDUONG,2301631,E0065238980341,E0065238980341,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,5,100,52000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1DNB,CDTU,BINHDUONG,2301631,E0065238980341,E0065238980341,Đơn bán,Tablet,19/12/2023,,,TP00000600,1,20,400,204000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1DNB,TTLUONG,DAKNONG,2301A62,E0172547555409,E0172547555409,Đơn bán,Tablet,19/12/2023,,,TP00000600,1,3,60,31500000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,230059A,E3641530717707,E3641530717707,Đơn bán,Tablet,19/12/2023,,,PB00000512,1,5,100,48000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,230059A,E3641530717707,E3641530717707,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,10,200,102000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,230059A,E3641530717707,E3641530717707,Đơn bán,Tablet,19/12/2023,,,TP00000443,1,5,100,69000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,230059A,E3641530717707,E3641530717707,Đơn bán,Tablet,19/12/2023,,,TP00000563,1,2.5,50,34500000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A0,E3642163711951,E3642163711951,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,2,40,20600000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A0,E3642163711951,E3642163711951,Đơn bán,Tablet,19/12/2023,,,TP00000443,1,40,800,548000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A0,E3642163711951,E3642163711951,Đơn bán,Tablet,19/12/2023,,,TP00000618,1,5,100,69000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A5,E3642607445152,E3642607445152,Đơn bán,Tablet,20/12/2023,,,TP00000001,1,5,100,51000000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A5,E3642607445152,E3642607445152,Đơn bán,Tablet,20/12/2023,,,TP00000443,1,5,100,69000000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A5,E3642607445152,E3642607445152,Đơn bán,Tablet,20/12/2023,,,TP00000457,1,10,200,190000000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A5,E3642607445152,E3642607445152,Đơn bán,Tablet,20/12/2023,,,TP00000600,1,10,200,102000000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A7,E3642894190881,E3642894190881,Đơn bán,Tablet,20/12/2023,,,PB00000512,1,2,40,19200000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A7,E3642894190881,E3642894190881,Đơn bán,Tablet,20/12/2023,,,TP00000001,1,5,100,51500000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005A7,E3642894190881,E3642894190881,Đơn bán,Tablet,20/12/2023,,,TP00000443,1,20,400,276000000,,,0,,,Chưa duyệt,20/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,23005C0,E3645394244246,E3645394244246,Đơn bán,Tablet,13/12/2023,,,TP00000001,1,2,40,20400000,,,0,,,Chưa duyệt,13/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,,E0196546226459,E0196546226459,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,10,200,103000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,CDTU,BINHDUONG,,E0196546226459,E0196546226459,Đơn bán,Tablet,19/12/2023,,,TP00000600,1,30,600,306000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1KIMNGOAN,TTLUONG,DAKNONG,23005F4,E3650534094232,E3650534094232,Đơn bán,Tablet,19/12/2023,,,TP00000600,1,5,100,52500000,,,0,,,Chưa duyệt,19/12/2023,,,
C1MINHKHOA,NDTHAO,LAMDONGTHAO,2300630,E3656599819884,E3656599819884,Đơn bán,Tablet,20/12/2023,,,TP00000600,1,25,500,257500,,,0,,,Chưa duyệt,20/12/2023,,,
C1MINHKHOA,NDTHAO,LAMDONGTHAO,230064B,E3659213949473,E3659213949473,Đơn bán,Tablet,20/12/2023,,,TP00000600,1,15,300,154500,,,0,,,Chưa duyệt,20/12/2023,,,
C1MINHKHOA,NDTHAO,LAMDONGTHAO,230064B,E3659213949473,E3659213949473,Đơn bán,Tablet,20/12/2023,,,TP00000665,1,5,100,55000,,,0,,,Chưa duyệt,20/12/2023,,,
C1MINHDUNG,TTLUONG,DAKNONG,23005CE,E3646728885118,E3646728885118,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,2,40,20000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1MINHDUNG,TTLUONG,DAKNONG,23005D0,E3646937825292,E3646937825292,Đơn bán,Tablet,15/12/2023,,,TP00000665,1,1,20,12000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1NGOCVY,TTLUONG,DAKNONG,,E9267931976389,E9267931976389,Đơn bán,Tablet,19/12/2023,,,TP00000600,1,2,40,21000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300654,E3660131846854,E3660131846854,Đơn bán,Tablet,15/12/2023,,,TP00000443,620000,21,420,260400000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300654,E3660131846854,E3660131846854,Đơn bán,Tablet,15/12/2023,,,TP00000618,650000,12,240,156000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300656,E3660384881230,E3660384881230,Đơn bán,Tablet,19/12/2023,,,TP00000443,620000,5,100,62000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300656,E3660384881230,E3660384881230,Đơn bán,Tablet,19/12/2023,,,TP00000504,725000,3.5,70,50750000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300656,E3660384881230,E3660384881230,Đơn bán,Tablet,19/12/2023,,,TP00000522,720000,3.5,70,50400000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300657,E3660487694932,E3660487694932,Đơn bán,Tablet,15/12/2023,,,PB00000414,720000,2.5,50,36000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300657,E3660487694932,E3660487694932,Đơn bán,Tablet,15/12/2023,,,TP00000465,510000,2.5,50,25500000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300657,E3660487694932,E3660487694932,Đơn bán,Tablet,15/12/2023,,,TP00000587,650000,2.5,50,32500000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2300659,E3660670077601,E3660670077601,Đơn bán,Tablet,15/12/2023,,,TP00000443,620000,30,600,372000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2301610,E4395663396306,E4395663396306,Đơn bán,Tablet,15/12/2023,,,TP00000504,725000,5,100,72500000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2301610,E4395663396306,E4395663396306,Đơn bán,Tablet,15/12/2023,,,TP00000522,720000,2.5,50,36000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2301611,E9285155080632,E9285155080632,Đơn bán,Tablet,15/12/2023,,,TP00000551,650000,5,100,65000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2301611,E9285155080632,E9285155080632,Đơn bán,Tablet,15/12/2023,,,TP00000600,515000,12,240,123600000,,,0,,,Chưa duyệt,15/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2301611,E9285185217309,E9285185217309,Đơn bán,Tablet,19/12/2023,,,TP00000600,515000,12,240,123600000,,,0,,,Chưa duyệt,19/12/2023,,,
C1TUANVU,VDHAI,DONGNAI_,2301615,E0062409130554,E0062409130554,Đơn bán,Tablet,19/12/2023,,,TP00000465,510000,10,200,102000000,,,0,,,Chưa duyệt,19/12/2023,,,
