Mã C1,Mã NVTT,Mã Tuyến,Mã KH,Số đơn hàng,Số đơn gốc,Loại đơn hàng,Đơn hàng tạo từ,Ngày đặt hàng,Ngày giao hàng,Mã kho,Mã SP,Đơn giá,Số lượng (tấn),Số lượng (bao),Thành tiền (VND),Chương trình,Loại KM,Số tiền chiết khấu,SL khuyến mãi (tấn),SL khuyến mãi (bao),Trạng Thái,Ngày thực tế kế toán tạo đơn,Thời gian gửi SMS,Mã CTTL,Điểm
CTMB,NCDOAN,002,230145C,E0021316945389,E0021316945389,Đơn bán,Tablet,16/12/2023,,,TP00000001,1,10,200,105000000,,,0,,,Chưa duyệt,16/12/2023,,,
CTMB,NCDOAN,002,230145C,E0021316945389,E0021316945389,Đơn bán,Tablet,16/12/2023,,,TP00000444,1,15,600,190500000,,,0,,,Chưa duyệt,16/12/2023,,,
CTMB,NCDOAN,002,2301461,E0021887716299,E0021887716299,Đơn bán,Tablet,20/12/2023,,,TP00000001,1,1000,20000,9950000000,,,0,,,Chưa duyệt,20/12/2023,,,
CTMB,NCDOAN,002,2301461,E0021887716299,E0021887716299,Đơn bán,Tablet,20/12/2023,,,TP00000444,1,100,4000,1400000000,,,0,,,Chưa duyệt,20/12/2023,,,
CTMB,NCDOAN,002,2301461,E0021887716299,E0021887716299,Đơn bán,Tablet,20/12/2023,,,TP00000448,1,50,1000,650000000,,,0,,,Chưa duyệt,20/12/2023,,,
CTMB,NCDOAN,002,2301461,E0021887716299,E0021887716299,Đơn bán,Tablet,20/12/2023,,,TP00000600,1,50,1000,650000000,,,0,,,Chưa duyệt,20/12/2023,,,
CTMB,NCDOAN,002,2301468,E0022584123895,E0022584123895,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,20,400,204000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,2301468,E0022584123895,E0022584123895,Đơn bán,Tablet,19/12/2023,,,TP00000444,1,50,2000,635000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,2301468,E0022584123895,E0022584123895,Đơn bán,Tablet,19/12/2023,,,TP00000606,1,50,1000,570000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,230146A,E0022702907788,E0022702907788,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,20,400,210000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146A,E0022702907788,E0022702907788,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,30,600,360000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146A,E0022702907788,E0022702907788,Đơn bán,Tablet,15/12/2023,,,TP00000606,1,10,200,120000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146A,E0022702907788,E0022702907788,Đơn bán,Tablet,15/12/2023,,,TP00000665,1,50,1000,575000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146B,E0022849147403,E0022849147403,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,20,400,210000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146B,E0022849147403,E0022849147403,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,30,600,360000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146C,E0022996645258,E0022996645258,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,20,400,210000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146C,E0022996645258,E0022996645258,Đơn bán,Tablet,15/12/2023,,,TP00000444,1,10,400,127000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146C,E0022996645258,E0022996645258,Đơn bán,Tablet,15/12/2023,,,TP00000606,1,20,400,240000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146E,E0023138072226,E0023138072226,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,25,500,262500000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146E,E0023138072226,E0023138072226,Đơn bán,Tablet,15/12/2023,,,TP00000444,1,10,400,127000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146E,E0023138072226,E0023138072226,Đơn bán,Tablet,15/12/2023,,,TP00000606,1,20,400,240000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230146E,E0023171862710,E0023171862710,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,50,1000,510000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,2301470,E0023332226331,E0023332226331,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,30,600,315000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,2301470,E0023332226331,E0023332226331,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,15,300,180000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,2301470,E0023332226331,E0023332226331,Đơn bán,Tablet,15/12/2023,,,TP00000606,1,10,200,120000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,2301470,E0023332226331,E0023332226331,Đơn bán,Tablet,15/12/2023,,,TP00000665,1,10,200,115000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,2301471,E0023457971219,E0023457971219,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,20,400,210000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,2301471,E0023457971219,E0023457971219,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,20,400,240000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230147B,E0024420882333,E0024420882333,Đơn bán,Tablet,18/12/2023,,,TP00000001,1,2,40,22000000,,,0,,,Chưa duyệt,18/12/2023,,,
CTMB,NCDOAN,002,230147B,E0024420882333,E0024420882333,Đơn bán,Tablet,18/12/2023,,,TP00000444,1,1,40,13000000,,,0,,,Chưa duyệt,18/12/2023,,,
CTMB,NCDOAN,002,2301485,E0025413631498,E0025413631498,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,20,400,204000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,2301485,E0025413631498,E0025413631498,Đơn bán,Tablet,19/12/2023,,,TP00000444,1,10,400,127000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,2301485,E0025413631498,E0025413631498,Đơn bán,Tablet,19/12/2023,,,TP00000606,1,15,300,171000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,230148A,E0025993230986,E0025993230986,Đơn bán,Tablet,16/12/2023,,,TP00000001,1,2,40,22000000,,,0,,,Chưa duyệt,16/12/2023,,,
CTMB,NCDOAN,002,230148A,E0025993230986,E0025993230986,Đơn bán,Tablet,16/12/2023,,,TP00000444,1,2,80,26000000,,,0,,,Chưa duyệt,16/12/2023,,,
CTMB,NCDOAN,002,230148C,E0026119582271,E0026119582271,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,50,1000,525000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230148C,E0026119582271,E0026119582271,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,20,400,240000000,,,0,,,Chưa duyệt,15/12/2023,,,
CTMB,NCDOAN,002,230148C,E0026158604240,E0026158604240,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,20,400,204000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,230148C,E0026158604240,E0026158604240,Đơn bán,Tablet,19/12/2023,,,TP00000444,1,20,800,254000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,230148C,E0026158604240,E0026158604240,Đơn bán,Tablet,19/12/2023,,,TP00000600,1,10,200,118000000,,,0,,,Chưa duyệt,19/12/2023,,,
CTMB,NCDOAN,002,2301492,E0026741633082,E0026741633082,Đơn bán,Tablet,13/12/2023,,,TP00000001,1,2,40,22000000,,,0,,,Chưa duyệt,13/12/2023,,,
CTMB,NCDOAN,002,2301492,E0026741633082,E0026741633082,Đơn bán,Tablet,13/12/2023,,,TP00000444,1,3,120,39000000,,,0,,,Chưa duyệt,13/12/2023,,,
CTMB,NCDOAN,002,2301492,E0026741633082,E0026741633082,Đơn bán,Tablet,13/12/2023,,,TP00000606,1,5,100,60000000,,,0,,,Chưa duyệt,13/12/2023,,,
CTMB,NTDUC,002,23012E3,E9983610258929,E9983610258929,Đơn bán,Tablet,20/12/2023,,,TP00000001,1,40,800,400,,,0,,,Chưa duyệt,20/12/2023,,,
C1VIETMY,NCDOAN,002,2302263,E6446220108173,E6446220108173,Đơn bán,Tablet,20/12/2023,,,TP00000001,1,2,40,21600000,,,0,,,Chưa duyệt,20/12/2023,,,
C1VIETMY,NCDOAN,002,2302263,E6446220108173,E6446220108173,Đơn bán,Tablet,20/12/2023,,,TP00000444,1,4,160,51200000,,,0,,,Chưa duyệt,20/12/2023,,,
C1VIETMY,NCDOAN,002,2302269,E5594830466258,E5594830466258,Đơn bán,Tablet,19/12/2023,,,TP00000001,1,1,20,10800000,,,0,,,Chưa duyệt,19/12/2023,,,
C1VIETMY,NCDOAN,002,2302269,E5594830466258,E5594830466258,Đơn bán,Tablet,19/12/2023,,,TP00000444,1,1,40,13000000,,,0,,,Chưa duyệt,19/12/2023,,,
C1VIETMY,NCDOAN,002,2302269,E5594830466258,E5594830466258,Đơn bán,Tablet,19/12/2023,,,TP00000665,1,0.5,10,5900000,,,0,,,Chưa duyệt,19/12/2023,,,
C1VIETMY,NCDOAN,002,,E5976167931602,E5976167931602,Đơn bán,Tablet,16/12/2023,,,TP00000001,1,3,60,33000000,,,0,,,Chưa duyệt,16/12/2023,,,
C1VIETMY,NCDOAN,002,,E5976167931602,E5976167931602,Đơn bán,Tablet,16/12/2023,,,TP00000444,1,3.5,140,45150000,,,0,,,Chưa duyệt,16/12/2023,,,
C1VIETMY,NCDOAN,002,,E8254183760411,E8254183760411,Đơn bán,Tablet,18/12/2023,,,TP00000001,1,2,40,22000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E8254183760411,E8254183760411,Đơn bán,Tablet,18/12/2023,,,TP00000444,1,2,80,26000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E8254183760411,E8254183760411,Đơn bán,Tablet,18/12/2023,,,TP00000606,1,3,60,36000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E0984915904549,E0984915904549,Đơn bán,Tablet,18/12/2023,,,TP00000001,1,1,20,11000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E0984915904549,E0984915904549,Đơn bán,Tablet,18/12/2023,,,TP00000444,1,1,40,13000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E0984915904549,E0984915904549,Đơn bán,Tablet,18/12/2023,,,TP00000606,1,1,20,12000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E3675040914700,E3675040914700,Đơn bán,Tablet,18/12/2023,,,TP00000001,1,1,20,11000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E3675040914700,E3675040914700,Đơn bán,Tablet,18/12/2023,,,TP00000444,1,1,40,13000000,,,0,,,Chưa duyệt,18/12/2023,,,
C1VIETMY,NCDOAN,002,,E7551185577108,E7551185577108,Đơn bán,Tablet,13/12/2023,,,TP00000001,1,5,100,55000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1VIETMY,NCDOAN,002,,E7551185577108,E7551185577108,Đơn bán,Tablet,13/12/2023,,,TP00000444,1,2,80,26000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1VIETMY,NCDOAN,002,,E7551185577108,E7551185577108,Đơn bán,Tablet,13/12/2023,,,TP00000606,1,3,60,36000000,,,0,,,Chưa duyệt,13/12/2023,,,
C1VIETMY,NCDOAN,002,,E0123207253901,E0123207253901,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,2,40,22000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1VIETMY,NCDOAN,002,,E0123207253901,E0123207253901,Đơn bán,Tablet,15/12/2023,,,TP00000444,1,4,160,52000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1VIETMY,NCDOAN,002,,E0123207253901,E0123207253901,Đơn bán,Tablet,15/12/2023,,,TP00000606,1,2,40,24000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1VIETMY,NCDOAN,002,,E3556143795372,E3556143795372,Đơn bán,Tablet,15/12/2023,,,TP00000001,1,2,40,22000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1VIETMY,NCDOAN,002,,E3556143795372,E3556143795372,Đơn bán,Tablet,15/12/2023,,,TP00000466,1,2,80,24000000,,,0,,,Chưa duyệt,15/12/2023,,,
C1VIETMY,NCDOAN,002,,E3556143795372,E3556143795372,Đơn bán,Tablet,15/12/2023,,,TP00000600,1,4,80,48800000,,,0,,,Chưa duyệt,15/12/2023,,,
C1VIETMY,NCDOAN,002,,E9929107168729,E9929107168729,Đơn bán,Tablet,20/12/2023,,,TP00000001,1,2,40,21600000,,,0,,,Chưa duyệt,20/12/2023,,,
C1VIETMY,NCDOAN,002,,E9929107168729,E9929107168729,Đơn bán,Tablet,20/12/2023,,,TP00000444,1,2,80,26000000,,,0,,,Chưa duyệt,20/12/2023,,,
C1VIETMY,NCDOAN,002,,E6124566709826,E6124566709826,Đơn bán,Tablet,16/12/2023,,,TP00000001,1,1,20,11000000,,,0,,,Chưa duyệt,16/12/2023,,,
C1VIETMY,NCDOAN,002,,E6124566709826,E6124566709826,Đơn bán,Tablet,16/12/2023,,,TP00000606,1,2,40,24800000,,,0,,,Chưa duyệt,16/12/2023,,,
C1VIETMY,NCDOAN,002,,E0375712989166,E0375712989166,Đơn bán,Tablet,16/12/2023,,,TP00000001,1,20,400,210000000,,,0,,,Chưa duyệt,16/12/2023,,,
C1VIETMY,NCDOAN,002,,E0375712989166,E0375712989166,Đơn bán,Tablet,16/12/2023,,,TP00000606,1,20,400,240000000,,,0,,,Chưa duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200020,IN000038,E8162278880981,Đơn bán,Tablet,15/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,8,160,83200000,,,0,,,Đã duyệt,15/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200193,IN000018,E3549521015362,Đơn bán,Tablet,13/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,7,140,72100000,,,0,,,Đã duyệt,13/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200194,IN000020,E3549613184290,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,10600000,5,100,53000000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200195,IN000021,E3549715253378,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,42400000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200196,IN000015,E3549808562603,Đơn bán,Tablet,13/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,10,200,102000000,,,0,,,Đã duyệt,13/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200197,IN000017,E3549919240613,Đơn bán,Tablet,13/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,10,200,103000000,,,0,,,Đã duyệt,13/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200197,IN000032,E3549928475376,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,6,120,61200000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220019B,IN000035,E3550364776674,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,5,100,51500000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220019C,IN000026,E3550448629376,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,42000000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220019E,IN000027,E3550651017000,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,3,60,31800000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220019F,IN000022,E3550717047668,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,8,160,84000000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220019F,IN000045,E3550795384190,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,8,160,81600000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001A0,IN000019,E3550823399379,Đơn bán,Tablet,13/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,6,120,61200000,,,0,,,Đã duyệt,13/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001A1,IN000023,E3550919460231,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,42400000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001A1,IN000046,E3550998964720,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,41600000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001A3,IN000024,E3551121794493,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,41600000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001A4,IN000042,E3551232141077,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,7,140,72100000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001A5,IN000041,E3551329860181,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,12,240,123600000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001AA,IN000043,E3551834606946,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,5,100,52000000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001AC,IN000029,E3552048397866,Đơn bán,Tablet,15/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,12,240,124800000,,,0,,,Đã duyệt,15/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001AD,IN000030,E3552166025383,Đơn bán,Tablet,15/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,20,400,208000000,,,0,,,Đã duyệt,15/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001C3,IN000050,E3554318139942,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,40800000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001C4,IN000036,E3554484916486,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,7,140,71400000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001C4,IN000047,E3554446119776,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,14,280,142800000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001C6,IN000033,E3554649633590,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,12,240,122400000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22001C6,IN000048,E3554650661636,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,12,240,122400000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22002FA,IN000025,E3585425658181,Đơn bán,Tablet,14/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,6,120,63000000,,,0,,,Đã duyệt,14/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,22002FE,IN000034,E3585862910641,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,4,80,41200000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200301,IN000016,E3586117098156,Đơn bán,Tablet,13/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,5,100,51000000,,,0,,,Đã duyệt,13/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2200301,IN000044,E3586138614318,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,8,160,83200000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220030E,IN000028,E3587438436168,Đơn bán,Tablet,15/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,20,400,208000000,,,0,,,Đã duyệt,15/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,220030E,IN000049,E3587453827245,Đơn bán,Tablet,19/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,24,480,244800000,,,0,,,Đã duyệt,19/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,230045B,IN000037,E5864134772408,Đơn bán,Tablet,15/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,15,300,156000000,,,0,,,Đã duyệt,15/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,23006D5,IN000031,E4604423650378,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,5,100,51000000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,23006D5,IN000040,E4604401350368,Đơn bán,Tablet,18/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,5,100,51000000,,,0,,,Đã duyệt,18/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2302B5F,IN000039,E5842975711511,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000001,1,12,240,123600000,,,0,,,Đã duyệt,16/12/2023,,,
C1VTNNIIDNA,HVCUONG,QUANGTRI_QUANGNAM_HVC,2302B5F,IN000039,E5842975711511,Đơn bán,Tablet,16/12/2023,,KHO_VTNNIIDANANG,TP00000443,1,8,160,100800000,,,0,,,Đã duyệt,16/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200015,IN000005,E6928679972713,Đơn bán,Tablet,13/12/2023,,KHO_HOANGNHAN,TP00000443,1,17,340,340,,,0,,,Đã duyệt,13/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200015,IN000005,E6928679972713,Đơn bán,Tablet,13/12/2023,,KHO_HOANGNHAN,TP00000545,1,21,420,420,,,0,,,Đã duyệt,13/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200023,IN000006,E7606983404957,Đơn bán,Tablet,13/12/2023,,KHO_HOANGNHAN,TP00000443,1,5,100,100,,,0,,,Đã duyệt,13/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200023,IN000006,E7606983404957,Đơn bán,Tablet,13/12/2023,,KHO_HOANGNHAN,TP00000457,1,5,100,100,,,0,,,Đã duyệt,13/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200023,IN000013,E7606907900897,Đơn bán,Tablet,19/12/2023,,KHO_HOANGNHAN,TP00000001,1,100,2000,1020000000,,,0,,,Đã duyệt,19/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200023,IN000013,E7606907900897,Đơn bán,Tablet,19/12/2023,,KHO_HOANGNHAN,TP00000504,1,50,1000,670000000,,,0,,,Đã duyệt,19/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200023,IN000021,E7606978553508,Đơn bán,Tablet,20/12/2023,,KHO_HOANGNHAN,TP00000001,1,50,1000,510000000,,,0,,,Đã duyệt,20/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200023,IN000021,E7606978553508,Đơn bán,Tablet,20/12/2023,,KHO_HOANGNHAN,TP00000443,1,50,1000,650000000,,,0,,,Đã duyệt,20/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200024,IN000008,E8580970157153,Đơn bán,Tablet,14/12/2023,,KHO_HOANGNHAN,TP00000443,1,5,100,100,,,0,,,Đã duyệt,14/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200024,IN000011,E8580975659314,Đơn bán,Tablet,19/12/2023,,KHO_HOANGNHAN,TP00000001,1,50,1000,505000000,,,0,,,Đã duyệt,19/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200024,IN000011,E8580975659314,Đơn bán,Tablet,19/12/2023,,KHO_HOANGNHAN,TP00000443,1,40,800,488000000,,,0,,,Đã duyệt,19/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200024,IN000022,E8580966919803,Đơn bán,Tablet,20/12/2023,,KHO_HOANGNHAN,TP00000443,1,100,2000,1300000000,,,0,,,Đã duyệt,20/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200358,IN000020,E0091120886645,Đơn bán,Tablet,20/12/2023,,KHO_HOANGNHAN,TP00000443,1,200,4000,2480000000,,,0,,,Đã duyệt,20/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200358,IN000024,E0091168175189,Đơn bán,Tablet,20/12/2023,,KHO_HOANGNHAN,TP00000443,1,100,2000,1220000000,,,0,,,Đã duyệt,20/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,220036E,IN000010,E1805770722972,Đơn bán,Tablet,15/12/2023,,KHO_HOANGNHAN,TP00000443,1,5,100,100,,,0,,,Đã duyệt,15/12/2023,,,
C1HOANGNHAN,DMHUNG02,BINHDINH_DMH,2200370,IN000009,E1022537114522,Đơn bán,Tablet,15/12/2023,,KHO_HOANGNHAN,TP00000443,1,5,100,100,,,0,,,Đã duyệt,15/12/2023,,,
